          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total    143  recv_total    147

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   1,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    1)
          (   0,    2) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3)
          (   0,    1) (   0,    0) (   0,    0) (   8,    0) (   0,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   9,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    0) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    1) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   7,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    1) (   0,    0)
          (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    2)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    2)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
         
node   2 sent_total    918  recv_total    908

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    1) (   0,    1) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   8,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    1) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    1) (   0,    1) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   9,    0) (   0,    1) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    0) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    1) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   6,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    0) (   0,    2) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    1) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    3) (   0,    1) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   7,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   7,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    3) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   8,    0)
